trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,trend_lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_pullback_return_ticks,trend_return_ticks,trend_start_timestamp,trend_end_timestamp,share_rank_min,min_abs_return_ticks,min_trend_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,volatility_feature_csv,volatility_feature_session_date,volatility_gate_column,volatility_gate_value,volatility_gate_max,volatility_filter_result,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
25,volatility_filtered_trend_mes_participation_crowding,2025-12-22,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6111111111111112,0.3800797890323889,33.0,-12.0,2025-12-22 09:45:00-05:00,2025-12-22 10:15:00-05:00,0.55,3.0,4.0,2025-12-22 10:30:00-05:00,2025-12-22 10:30:00-05:00,2025-12-22 10:30:00-05:00,2025-12-22 10:30:00-05:00,0.003,2.5,12:00:00,6920.0,2025-12-22 10:29:00-05:00,6921.0,6919.0,2025-12-22 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2025-12-22,range10_rank_252,0.49206349206349204,0.95,passed,2025-12-22 10:30:00-05:00,6919.75,6933.75,6884.75,14.0,1,11.25,12.5,fixed_contracts,2025-12-22 12:00:00-05:00,6932.5,eod_flatten,-637.5,-642.5,-0.9107142857142857,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,volatility_filtered_trend_mes_participation_crowding,2025-12-23,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7261904761904762,0.3989160961909777,21.0,-42.0,2025-12-23 09:45:00-05:00,2025-12-23 10:15:00-05:00,0.55,3.0,4.0,2025-12-23 10:30:00-05:00,2025-12-23 10:30:00-05:00,2025-12-23 10:30:00-05:00,2025-12-23 10:30:00-05:00,0.003,2.5,12:00:00,6933.25,2025-12-23 10:29:00-05:00,6933.75,6930.5,2025-12-23 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2025-12-23,range10_rank_252,0.44841269841269843,0.95,passed,2025-12-23 10:30:00-05:00,6932.75,6946.75,6897.75,14.0,1,0.0,14.5,fixed_contracts,2025-12-23 11:01:00-05:00,6947.0,stop,-712.5,-717.5,-1.0178571428571428,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,volatility_filtered_trend_mes_participation_crowding,2025-12-26,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8174603174603174,0.43546068182372,33.0,-68.0,2025-12-26 09:45:00-05:00,2025-12-26 10:15:00-05:00,0.55,3.0,4.0,2025-12-26 10:30:00-05:00,2025-12-26 10:30:00-05:00,2025-12-26 10:30:00-05:00,2025-12-26 10:30:00-05:00,0.003,2.5,12:00:00,6984.0,2025-12-26 10:29:00-05:00,6984.25,6982.0,2025-12-26 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2025-12-26,range10_rank_252,0.48412698412698413,0.95,passed,2025-12-26 10:30:00-05:00,6983.75,6997.75,6948.75,14.0,1,9.75,3.0,fixed_contracts,2025-12-26 12:00:00-05:00,6977.0,eod_flatten,337.5,332.5,0.48214285714285715,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,volatility_filtered_trend_mes_participation_crowding,2025-12-29,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7896825396825397,0.4258186627747879,35.0,-56.0,2025-12-29 09:45:00-05:00,2025-12-29 10:15:00-05:00,0.55,3.0,4.0,2025-12-29 10:30:00-05:00,2025-12-29 10:30:00-05:00,2025-12-29 10:30:00-05:00,2025-12-29 10:30:00-05:00,0.003,2.5,12:00:00,6955.0,2025-12-29 10:29:00-05:00,6955.75,6953.25,2025-12-29 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2025-12-29,range10_rank_252,0.39285714285714285,0.95,passed,2025-12-29 10:30:00-05:00,6954.75,6968.75,6919.75,14.0,1,12.5,5.0,fixed_contracts,2025-12-29 12:00:00-05:00,6946.75,eod_flatten,400.0,395.0,0.5714285714285714,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,volatility_filtered_trend_mes_participation_crowding,2025-12-31,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.746031746031746,0.4076155462184874,4.0,-18.0,2025-12-31 09:45:00-05:00,2025-12-31 10:15:00-05:00,0.55,3.0,4.0,2025-12-31 10:30:00-05:00,2025-12-31 10:30:00-05:00,2025-12-31 10:30:00-05:00,2025-12-31 10:30:00-05:00,0.003,2.5,12:00:00,6927.75,2025-12-31 10:29:00-05:00,6928.0,6926.75,2025-12-31 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2025-12-31,range10_rank_252,0.13095238095238096,0.95,passed,2025-12-31 10:30:00-05:00,6927.5,6941.5,6892.5,14.0,1,13.75,1.5,fixed_contracts,2025-12-31 12:00:00-05:00,6926.25,eod_flatten,62.5,57.5,0.08928571428571429,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,volatility_filtered_trend_mes_participation_crowding,2026-01-09,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6865079365079365,0.3937191856630183,77.0,-4.0,2026-01-09 09:45:00-05:00,2026-01-09 10:15:00-05:00,0.55,3.0,4.0,2026-01-09 10:30:00-05:00,2026-01-09 10:30:00-05:00,2026-01-09 10:30:00-05:00,2026-01-09 10:30:00-05:00,0.003,2.5,12:00:00,6996.25,2026-01-09 10:29:00-05:00,6997.5,6995.75,2026-01-09 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-01-09,range10_rank_252,0.01984126984126984,0.95,passed,2026-01-09 10:30:00-05:00,6996.25,7010.25,6961.25,14.0,1,19.0,9.0,fixed_contracts,2026-01-09 12:00:00-05:00,7004.25,eod_flatten,-400.0,-405.0,-0.5714285714285714,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,volatility_filtered_trend_mes_participation_crowding,2026-01-14,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7182539682539683,0.4023260867315791,-73.0,42.0,2026-01-14 09:45:00-05:00,2026-01-14 10:15:00-05:00,0.55,3.0,4.0,2026-01-14 10:30:00-05:00,2026-01-14 10:30:00-05:00,2026-01-14 10:30:00-05:00,2026-01-14 10:30:00-05:00,0.003,2.5,12:00:00,6949.75,2026-01-14 10:29:00-05:00,6952.75,6949.25,2026-01-14 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-01-14,range10_rank_252,0.13095238095238096,0.95,passed,2026-01-14 10:30:00-05:00,6949.75,6935.75,6984.75,14.0,1,2.75,15.25,fixed_contracts,2026-01-14 10:46:00-05:00,6935.5,stop,-712.5,-717.5,-1.0178571428571428,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,volatility_filtered_trend_mes_participation_crowding,2026-01-22,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7261904761904762,0.4054932748925307,44.0,-85.0,2026-01-22 09:45:00-05:00,2026-01-22 10:15:00-05:00,0.55,3.0,4.0,2026-01-22 10:30:00-05:00,2026-01-22 10:30:00-05:00,2026-01-22 10:30:00-05:00,2026-01-22 10:30:00-05:00,0.003,2.5,12:00:00,6941.0,2026-01-22 10:29:00-05:00,6942.75,6940.75,2026-01-22 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-01-22,range10_rank_252,0.4126984126984127,0.95,passed,2026-01-22 10:30:00-05:00,6941.0,6955.0,6906.0,14.0,1,4.0,14.5,fixed_contracts,2026-01-22 11:15:00-05:00,6955.25,stop,-712.5,-717.5,-1.0178571428571428,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
33,volatility_filtered_trend_mes_participation_crowding,2026-01-28,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6984126984126984,0.4020552812346263,15.0,-62.0,2026-01-28 09:45:00-05:00,2026-01-28 10:15:00-05:00,0.55,3.0,4.0,2026-01-28 10:30:00-05:00,2026-01-28 10:30:00-05:00,2026-01-28 10:30:00-05:00,2026-01-28 10:30:00-05:00,0.003,2.5,12:00:00,7017.25,2026-01-28 10:29:00-05:00,7019.25,7017.0,2026-01-28 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-01-28,range10_rank_252,0.3134920634920635,0.95,passed,2026-01-28 10:30:00-05:00,7017.0,7031.25,6981.375,14.25,1,20.0,3.25,fixed_contracts,2026-01-28 12:00:00-05:00,6999.5,eod_flatten,875.0,870.0,1.2280701754385965,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
34,volatility_filtered_trend_mes_participation_crowding,2026-01-30,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6865079365079365,0.3996338021598675,-84.0,33.0,2026-01-30 09:45:00-05:00,2026-01-30 10:15:00-05:00,0.55,3.0,4.0,2026-01-30 10:30:00-05:00,2026-01-30 10:30:00-05:00,2026-01-30 10:30:00-05:00,2026-01-30 10:30:00-05:00,0.003,2.5,12:00:00,6962.0,2026-01-30 10:29:00-05:00,6967.75,6960.5,2026-01-30 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-01-30,range10_rank_252,0.4523809523809524,0.95,passed,2026-01-30 10:30:00-05:00,6962.25,6948.25,6997.25,14.0,1,29.0,11.75,fixed_contracts,2026-01-30 12:00:00-05:00,6954.25,eod_flatten,-400.0,-405.0,-0.5714285714285714,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
35,volatility_filtered_trend_mes_participation_crowding,2026-02-06,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5912698412698413,0.3842042417694888,77.0,-72.0,2026-02-06 09:45:00-05:00,2026-02-06 10:15:00-05:00,0.55,3.0,4.0,2026-02-06 10:30:00-05:00,2026-02-06 10:30:00-05:00,2026-02-06 10:30:00-05:00,2026-02-06 10:30:00-05:00,0.003,2.5,12:00:00,6898.5,2026-02-06 10:29:00-05:00,6898.5,6893.75,2026-02-06 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-02-06,range10_rank_252,0.6428571428571429,0.95,passed,2026-02-06 10:30:00-05:00,6898.25,6912.25,6863.25,14.0,1,7.25,14.5,fixed_contracts,2026-02-06 10:47:00-05:00,6912.5,stop,-712.5,-717.5,-1.0178571428571428,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
36,volatility_filtered_trend_mes_participation_crowding,2026-02-17,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9166666666666666,0.4775670538542766,17.0,-155.0,2026-02-17 09:45:00-05:00,2026-02-17 10:15:00-05:00,0.55,3.0,4.0,2026-02-17 10:30:00-05:00,2026-02-17 10:30:00-05:00,2026-02-17 10:30:00-05:00,2026-02-17 10:30:00-05:00,0.003,2.5,12:00:00,6806.75,2026-02-17 10:29:00-05:00,6809.0,6801.5,2026-02-17 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-02-17,range10_rank_252,0.7857142857142857,0.95,passed,2026-02-17 10:30:00-05:00,6806.25,6820.0,6771.875,13.75,1,15.25,13.75,fixed_contracts,2026-02-17 10:59:00-05:00,6820.25,stop,-700.0,-705.0,-1.018181818181818,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
37,volatility_filtered_trend_mes_participation_crowding,2026-02-24,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.873015873015873,0.4625446015922396,126.0,-45.0,2026-02-24 09:45:00-05:00,2026-02-24 10:15:00-05:00,0.55,3.0,4.0,2026-02-24 10:30:00-05:00,2026-02-24 10:30:00-05:00,2026-02-24 10:30:00-05:00,2026-02-24 10:30:00-05:00,0.003,2.5,12:00:00,6892.5,2026-02-24 10:29:00-05:00,6893.25,6888.75,2026-02-24 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-02-24,range10_rank_252,0.6825396825396826,0.95,passed,2026-02-24 10:30:00-05:00,6892.0,6906.0,6857.0,14.0,1,11.25,6.25,fixed_contracts,2026-02-24 12:00:00-05:00,6894.25,eod_flatten,-112.5,-117.5,-0.16071428571428573,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
38,volatility_filtered_trend_mes_participation_crowding,2026-02-25,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9087301587301588,0.4741447368421053,26.0,-17.0,2026-02-25 09:45:00-05:00,2026-02-25 10:15:00-05:00,0.55,3.0,4.0,2026-02-25 10:30:00-05:00,2026-02-25 10:30:00-05:00,2026-02-25 10:30:00-05:00,2026-02-25 10:30:00-05:00,0.003,2.5,12:00:00,6940.25,2026-02-25 10:29:00-05:00,6941.0,6939.0,2026-02-25 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-02-25,range10_rank_252,0.6944444444444444,0.95,passed,2026-02-25 10:30:00-05:00,6939.75,6953.75,6904.75,14.0,1,9.5,13.25,fixed_contracts,2026-02-25 12:00:00-05:00,6949.5,eod_flatten,-487.5,-492.5,-0.6964285714285714,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
39,volatility_filtered_trend_mes_participation_crowding,2026-02-27,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9285714285714286,0.4890777740981958,-3.0,79.0,2026-02-27 09:45:00-05:00,2026-02-27 10:15:00-05:00,0.55,3.0,4.0,2026-02-27 10:30:00-05:00,2026-02-27 10:30:00-05:00,2026-02-27 10:30:00-05:00,2026-02-27 10:30:00-05:00,0.003,2.5,12:00:00,6870.25,2026-02-27 10:29:00-05:00,6873.25,6868.25,2026-02-27 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-02-27,range10_rank_252,0.6904761904761905,0.95,passed,2026-02-27 10:30:00-05:00,6870.5,6856.75,6904.875,13.75,1,17.75,8.25,fixed_contracts,2026-02-27 12:00:00-05:00,6873.5,eod_flatten,150.0,145.0,0.21818181818181817,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
40,volatility_filtered_trend_mes_participation_crowding,2026-03-02,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7936507936507936,0.4389621271910594,-59.0,112.0,2026-03-02 09:45:00-05:00,2026-03-02 10:15:00-05:00,0.55,3.0,4.0,2026-03-02 10:30:00-05:00,2026-03-02 10:30:00-05:00,2026-03-02 10:30:00-05:00,2026-03-02 10:30:00-05:00,0.003,2.5,12:00:00,6858.5,2026-03-02 10:29:00-05:00,6860.0,6854.75,2026-03-02 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-02,range10_rank_252,0.6111111111111112,0.95,passed,2026-03-02 10:30:00-05:00,6858.75,6845.0,6893.125,13.75,1,35.5,10.5,fixed_contracts,2026-03-02 11:47:00-05:00,6892.875,target,1706.25,1701.25,2.481818181818182,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
41,volatility_filtered_trend_mes_participation_crowding,2026-03-05,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9563492063492064,0.5180152321040448,-140.0,63.0,2026-03-05 09:45:00-05:00,2026-03-05 10:15:00-05:00,0.55,3.0,4.0,2026-03-05 10:30:00-05:00,2026-03-05 10:30:00-05:00,2026-03-05 10:30:00-05:00,2026-03-05 10:30:00-05:00,0.003,2.5,12:00:00,6829.5,2026-03-05 10:29:00-05:00,6829.75,6824.5,2026-03-05 10:30:00-05:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-05,range10_rank_252,0.6626984126984127,0.95,passed,2026-03-05 10:30:00-05:00,6830.0,6816.25,6864.375,13.75,1,0.25,14.25,fixed_contracts,2026-03-05 10:31:00-05:00,6816.0,stop,-700.0,-705.0,-1.018181818181818,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
42,volatility_filtered_trend_mes_participation_crowding,2026-03-09,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9761904761904762,0.5442157652904372,37.0,-50.0,2026-03-09 09:45:00-04:00,2026-03-09 10:15:00-04:00,0.55,3.0,4.0,2026-03-09 10:30:00-04:00,2026-03-09 10:30:00-04:00,2026-03-09 10:30:00-04:00,2026-03-09 10:30:00-04:00,0.003,2.5,12:00:00,6658.0,2026-03-09 10:29:00-04:00,6659.0,6653.75,2026-03-09 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-09,range10_rank_252,0.6984126984126984,0.95,passed,2026-03-09 10:30:00-04:00,6657.5,6671.0,6623.75,13.5,1,0.0,21.25,fixed_contracts,2026-03-09 10:36:00-04:00,6671.25,stop,-687.5,-692.5,-1.0185185185185186,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
43,volatility_filtered_trend_mes_participation_crowding,2026-03-10,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9682539682539684,0.5391537650460909,85.0,-67.0,2026-03-10 09:45:00-04:00,2026-03-10 10:15:00-04:00,0.55,3.0,4.0,2026-03-10 10:30:00-04:00,2026-03-10 10:30:00-04:00,2026-03-10 10:30:00-04:00,2026-03-10 10:30:00-04:00,0.003,2.5,12:00:00,6794.0,2026-03-10 10:29:00-04:00,6795.0,6790.75,2026-03-10 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-10,range10_rank_252,0.7777777777777778,0.95,passed,2026-03-10 10:30:00-04:00,6793.75,6807.5,6759.375,13.75,1,0.0,15.75,fixed_contracts,2026-03-10 10:34:00-04:00,6807.75,stop,-700.0,-705.0,-1.018181818181818,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
44,volatility_filtered_trend_mes_participation_crowding,2026-03-11,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9325396825396826,0.5034287570175846,-76.0,27.0,2026-03-11 09:45:00-04:00,2026-03-11 10:15:00-04:00,0.55,3.0,4.0,2026-03-11 10:30:00-04:00,2026-03-11 10:30:00-04:00,2026-03-11 10:30:00-04:00,2026-03-11 10:30:00-04:00,0.003,2.5,12:00:00,6778.25,2026-03-11 10:29:00-04:00,6779.5,6771.5,2026-03-11 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-11,range10_rank_252,0.7817460317460317,0.95,passed,2026-03-11 10:30:00-04:00,6778.5,6764.75,6812.875,13.75,1,25.0,16.0,fixed_contracts,2026-03-11 11:29:00-04:00,6764.5,stop,-700.0,-705.0,-1.018181818181818,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
45,volatility_filtered_trend_mes_participation_crowding,2026-03-12,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9047619047619048,0.4889437924644843,-117.0,29.0,2026-03-12 09:45:00-04:00,2026-03-12 10:15:00-04:00,0.55,3.0,4.0,2026-03-12 10:30:00-04:00,2026-03-12 10:30:00-04:00,2026-03-12 10:30:00-04:00,2026-03-12 10:30:00-04:00,0.003,2.5,12:00:00,6696.25,2026-03-12 10:29:00-04:00,6705.0,6696.0,2026-03-12 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-12,range10_rank_252,0.8095238095238095,0.95,passed,2026-03-12 10:30:00-04:00,6696.25,6682.75,6730.0,13.5,1,25.0,11.75,fixed_contracts,2026-03-12 12:00:00-04:00,6708.5,eod_flatten,612.5,607.5,0.9074074074074074,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
46,volatility_filtered_trend_mes_participation_crowding,2026-03-16,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8214285714285714,0.4586858873916222,-15.0,40.0,2026-03-16 09:45:00-04:00,2026-03-16 10:15:00-04:00,0.55,3.0,4.0,2026-03-16 10:30:00-04:00,2026-03-16 10:30:00-04:00,2026-03-16 10:30:00-04:00,2026-03-16 10:30:00-04:00,0.003,2.5,12:00:00,6716.5,2026-03-16 10:29:00-04:00,6721.0,6716.25,2026-03-16 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-16,range10_rank_252,0.8333333333333334,0.95,passed,2026-03-16 10:30:00-04:00,6716.5,6703.0,6750.25,13.5,1,0.75,19.25,fixed_contracts,2026-03-16 10:38:00-04:00,6702.75,stop,-687.5,-692.5,-1.0185185185185186,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
47,volatility_filtered_trend_mes_participation_crowding,2026-03-17,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7817460317460317,0.4479518551111363,12.0,-50.0,2026-03-17 09:45:00-04:00,2026-03-17 10:15:00-04:00,0.55,3.0,4.0,2026-03-17 10:30:00-04:00,2026-03-17 10:30:00-04:00,2026-03-17 10:30:00-04:00,2026-03-17 10:30:00-04:00,0.003,2.5,12:00:00,6789.75,2026-03-17 10:29:00-04:00,6790.75,6787.0,2026-03-17 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-17,range10_rank_252,0.7976190476190477,0.95,passed,2026-03-17 10:30:00-04:00,6789.5,6803.25,6755.125,13.75,1,22.75,9.5,fixed_contracts,2026-03-17 12:00:00-04:00,6774.0,eod_flatten,775.0,770.0,1.1272727272727272,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
48,volatility_filtered_trend_mes_participation_crowding,2026-03-19,long,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.9603174603174603,0.5292515168912454,-73.0,32.0,2026-03-19 09:45:00-04:00,2026-03-19 10:15:00-04:00,0.55,3.0,4.0,2026-03-19 10:30:00-04:00,2026-03-19 10:30:00-04:00,2026-03-19 10:30:00-04:00,2026-03-19 10:30:00-04:00,0.003,2.5,12:00:00,6623.5,2026-03-19 10:29:00-04:00,6625.75,6620.75,2026-03-19 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-19,range10_rank_252,0.7142857142857143,0.95,passed,2026-03-19 10:30:00-04:00,6623.75,6610.5,6656.875,13.25,1,33.75,1.0,fixed_contracts,2026-03-19 11:06:00-04:00,6656.625,target,1643.75,1638.75,2.481132075471698,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
49,volatility_filtered_trend_mes_participation_crowding,2026-03-20,short,trend_filtered_mes_participation_exclude_extreme_range10_trade_morning_1030_volatility_filtered,exclude_extreme_range10_trade_morning_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8015873015873016,0.4558088235294117,5.0,-184.0,2026-03-20 09:45:00-04:00,2026-03-20 10:15:00-04:00,0.55,3.0,4.0,2026-03-20 10:30:00-04:00,2026-03-20 10:30:00-04:00,2026-03-20 10:30:00-04:00,2026-03-20 10:30:00-04:00,0.003,2.5,12:00:00,6594.0,2026-03-20 10:29:00-04:00,6596.25,6592.25,2026-03-20 10:30:00-04:00,data/external/es_lagged_volatility_features_20110103_20260609.csv,2026-03-20,range10_rank_252,0.7023809523809523,0.95,passed,2026-03-20 10:30:00-04:00,6593.75,6607.0,6560.625,13.25,1,0.0,14.0,fixed_contracts,2026-03-20 10:34:00-04:00,6607.25,stop,-675.0,-680.0,-1.0188679245283019,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
