signal_date,opex_date,calendar_month,signal_type,is_quarterly_month,regular_session,source,notes
2011-01-20,2011-01-21,2011-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2014-12-19,2014-12-19,2014-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2014-12-22,2014-12-19,2014-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-01-15,2015-01-16,2015-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-01-16,2015-01-16,2015-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-01-20,2015-01-16,2015-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-02-19,2015-02-20,2015-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-02-20,2015-02-20,2015-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-02-23,2015-02-20,2015-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-03-19,2015-03-20,2015-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-03-20,2015-03-20,2015-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-03-23,2015-03-20,2015-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-04-16,2015-04-17,2015-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-04-17,2015-04-17,2015-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-04-20,2015-04-17,2015-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-05-14,2015-05-15,2015-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-05-15,2015-05-15,2015-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-05-18,2015-05-15,2015-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-06-18,2015-06-19,2015-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-06-19,2015-06-19,2015-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-06-22,2015-06-19,2015-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-07-16,2015-07-17,2015-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-07-17,2015-07-17,2015-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-07-20,2015-07-17,2015-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-08-20,2015-08-21,2015-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-08-21,2015-08-21,2015-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-08-24,2015-08-21,2015-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-09-17,2015-09-18,2015-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-09-18,2015-09-18,2015-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-09-21,2015-09-18,2015-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-10-15,2015-10-16,2015-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-10-16,2015-10-16,2015-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-10-19,2015-10-16,2015-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-11-19,2015-11-20,2015-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-11-20,2015-11-20,2015-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-11-23,2015-11-20,2015-11,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-12-17,2015-12-18,2015-12,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-12-18,2015-12-18,2015-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2015-12-21,2015-12-18,2015-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-01-14,2016-01-15,2016-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-01-15,2016-01-15,2016-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-01-19,2016-01-15,2016-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-02-18,2016-02-19,2016-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-02-19,2016-02-19,2016-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-02-22,2016-02-19,2016-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-03-17,2016-03-18,2016-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-03-18,2016-03-18,2016-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-03-21,2016-03-18,2016-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-04-14,2016-04-15,2016-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-04-15,2016-04-15,2016-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-04-18,2016-04-15,2016-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-05-19,2016-05-20,2016-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-05-20,2016-05-20,2016-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-05-23,2016-05-20,2016-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-06-16,2016-06-17,2016-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-06-17,2016-06-17,2016-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-06-20,2016-06-17,2016-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-07-14,2016-07-15,2016-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-07-15,2016-07-15,2016-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-07-18,2016-07-15,2016-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-08-18,2016-08-19,2016-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-08-19,2016-08-19,2016-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-08-22,2016-08-19,2016-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-09-15,2016-09-16,2016-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-09-16,2016-09-16,2016-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-09-19,2016-09-16,2016-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-10-20,2016-10-21,2016-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-10-21,2016-10-21,2016-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-10-24,2016-10-21,2016-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-11-17,2016-11-18,2016-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-11-18,2016-11-18,2016-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-11-21,2016-11-18,2016-11,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-12-15,2016-12-16,2016-12,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-12-16,2016-12-16,2016-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2016-12-19,2016-12-16,2016-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-01-19,2017-01-20,2017-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-01-20,2017-01-20,2017-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-01-23,2017-01-20,2017-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-02-16,2017-02-17,2017-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-02-17,2017-02-17,2017-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-02-21,2017-02-17,2017-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-03-16,2017-03-17,2017-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-03-17,2017-03-17,2017-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-03-20,2017-03-17,2017-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-04-20,2017-04-21,2017-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-04-21,2017-04-21,2017-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-04-24,2017-04-21,2017-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-05-18,2017-05-19,2017-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-05-19,2017-05-19,2017-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-05-22,2017-05-19,2017-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-06-15,2017-06-16,2017-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-06-16,2017-06-16,2017-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-06-19,2017-06-16,2017-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-07-20,2017-07-21,2017-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-07-21,2017-07-21,2017-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-07-24,2017-07-21,2017-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-08-17,2017-08-18,2017-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-08-18,2017-08-18,2017-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-08-21,2017-08-18,2017-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-09-14,2017-09-15,2017-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-09-15,2017-09-15,2017-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-09-18,2017-09-15,2017-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-10-19,2017-10-20,2017-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-10-20,2017-10-20,2017-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-10-23,2017-10-20,2017-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-11-16,2017-11-17,2017-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-11-17,2017-11-17,2017-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-11-20,2017-11-17,2017-11,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-12-14,2017-12-15,2017-12,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-12-15,2017-12-15,2017-12,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2017-12-18,2017-12-15,2017-12,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-01-18,2018-01-19,2018-01,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-01-19,2018-01-19,2018-01,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-01-22,2018-01-19,2018-01,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-02-15,2018-02-16,2018-02,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-02-16,2018-02-16,2018-02,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-02-20,2018-02-16,2018-02,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-03-15,2018-03-16,2018-03,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-03-16,2018-03-16,2018-03,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-03-19,2018-03-16,2018-03,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-04-19,2018-04-20,2018-04,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-04-20,2018-04-20,2018-04,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-04-23,2018-04-20,2018-04,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-05-17,2018-05-18,2018-05,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-05-18,2018-05-18,2018-05,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-05-21,2018-05-18,2018-05,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-06-14,2018-06-15,2018-06,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-06-15,2018-06-15,2018-06,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-06-18,2018-06-15,2018-06,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-07-19,2018-07-20,2018-07,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-07-20,2018-07-20,2018-07,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-07-23,2018-07-20,2018-07,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-08-16,2018-08-17,2018-08,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-08-17,2018-08-17,2018-08,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-08-20,2018-08-17,2018-08,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-09-20,2018-09-21,2018-09,previous_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-09-21,2018-09-21,2018-09,opex_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-09-24,2018-09-21,2018-09,next_regular_session,true,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-10-18,2018-10-19,2018-10,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-10-19,2018-10-19,2018-10,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-10-22,2018-10-19,2018-10,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-11-15,2018-11-16,2018-11,previous_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-11-16,2018-11-16,2018-11,opex_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
2018-11-19,2018-11-16,2018-11,next_regular_session,false,true,deterministic_nyse_third_friday_option_expiration_rules,monthly listed-option expiration session adjusted to prior regular session if third Friday is a full NYSE holiday; early closes excluded
