campaign_id,end_date,entry.params.min_orderflow_imbalance,entry.params.semivar_rank_threshold,run_id,session_days_with_signal_bar,signal_days,signals,signals_per_year,sl.params.stop_pct,start_date,tp.params.target_r_multiple,variant_id,window
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,12,374,185,185,124.65240641711229,0.0015,2011-02-22,1.5,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,12,3817,1913,1913,126.29709195703431,0.0015,2011-01-03,1.5,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,13,374,185,185,124.65240641711229,0.0025,2011-02-22,0.75,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,13,3817,1913,1913,126.29709195703431,0.0025,2011-01-03,0.75,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,14,374,185,185,124.65240641711229,0.0025,2011-02-22,1.0,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,14,3817,1913,1913,126.29709195703431,0.0025,2011-01-03,1.0,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,15,374,185,185,124.65240641711229,0.0025,2011-02-22,1.5,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,15,3817,1913,1913,126.29709195703431,0.0025,2011-01-03,1.5,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,16,374,185,185,124.65240641711229,0.004,2011-02-22,0.75,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,16,3817,1913,1913,126.29709195703431,0.004,2011-01-03,0.75,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,17,374,185,185,124.65240641711229,0.004,2011-02-22,1.0,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,17,3817,1913,1913,126.29709195703431,0.004,2011-01-03,1.0,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,18,374,185,185,124.65240641711229,0.004,2011-02-22,1.5,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,18,3817,1913,1913,126.29709195703431,0.004,2011-01-03,1.5,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,0.45,19,374,178,178,119.93582887700535,0.0015,2011-02-22,0.75,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,0.45,19,3817,1568,1568,103.52004191773644,0.0015,2011-01-03,0.75,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,0.45,20,374,178,178,119.93582887700535,0.0015,2011-02-22,1.0,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,0.45,20,3817,1568,1568,103.52004191773644,0.0015,2011-01-03,1.0,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,0.45,21,374,178,178,119.93582887700535,0.0015,2011-02-22,1.5,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,0.45,21,3817,1568,1568,103.52004191773644,0.0015,2011-01-03,1.5,badvol_signed_multitime_twosided,full_available_history
